Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,NO,22.0,0.0,0.0,61002.0
PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WHATCOM,WA,98248,48.830142,-122.692114,Petroleum,NO,1364.0,49.0,0.0,7466.0
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Chemicals,YES,6662.96,0.0,0.0,17263.85
ROYAL BATHS MANUFACTURING CO,HOUSTON,HARRIS,TX,77039,29.92904,-95.36382,Plastics and Rubber,YES,77876.0,0.0,0.0,77876.0
NOURYON SURFACE CHEMISTRY LLC,SALISBURY,ROWAN,NC,28147,35.62962,-80.53595,Chemicals,YES,4982.0,0.0,0.0,6303.0
TICONA POLYMERS INC,BISHOP,NUECES,TX,78343,27.569714,-97.83493,Chemicals,YES,29800.0,395.0,0.0,131716.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,33937.0,47.0,0.0,35131.0
FIBERGLASS PRODUCTS INC.,AURORA,HAMILTON,NE,68818,40.87386,-98.02141,Plastics and Rubber,YES,14582.41,0.0,0.0,14592.41
CF INDUSTRIES NITROGEN LLC - YAZOO CITY MISSISSIPPI PLANT,YAZOO CITY,YAZOO,MS,39194,32.904606,-90.383153,Chemicals,NO,406685.0,15306.0,0.0,589932.0
BIG SPRING CARBON BLACK PLANT,BIG SPRING,HOWARD,TX,79720,32.279444,-101.408055,Chemicals,NO,22171.0,0.0,0.0,22171.0
AIR LIQUIDE LA PORTE SMR,LA PORTE,HARRIS,TX,77571,29.651494,-95.053576,Chemicals,NO,5246.0,0.0,0.0,7986.0
MOBIL CHEMICAL CO BEAUMONT POLYETHYLENE PLANT,BEAUMONT,JEFFERSON,TX,77713,30.068247,-94.23005,Chemicals,NO,2100.0,0.0,0.0,11100.0
KAAPA ETHANOL RAVENNA LLC,RAVENNA,BUFFALO,NE,68869,41.023749,-98.87511,Chemicals,NO,10187.0,0.0,0.0,10511.0
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,PORT NECHES,JEFFERSON,TX,77651,29.972738,-93.94853,Chemicals,YES,0.0,394115.0,0.0,394115.0
REG SENECA LLC,SENECA,LASALLE,IL,61360,41.306698,-88.590197,Chemicals,NO,3269.0,5.0,0.0,5741.0
POLYNT COMPOSITES USA INC,PENSACOLA,ESCAMBIA,FL,32502,30.407231,-87.241979,Chemicals,NO,2892.0,0.0,0.0,6985.0
KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT,BINGHAM CANYON,SALT LAKE,UT,84006,40.516666,-112.150002,Metal Mining,NO,5.0,500.0,0.0,60923.94
HEXION INC-SHEBOYGAN SITE,SHEBOYGAN,SHEBOYGAN,WI,53081,43.726944,-87.738056,Chemicals,NO,8230.0,0.0,0.0,38717.0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,68037.0,0.0,0.0,68037.0
NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,CARLIN,EUREKA,NV,89822,40.7813,-116.1858,Metal Mining,NO,16.7,0.0,0.0,7467628.0
MPM SILICONES LLC,FRIENDLY,TYLER,WV,26146,39.484572,-81.093403,Chemicals,NO,52.0,5414.0,0.0,6286.0
CORTEVA AGRISCIENCE LLC - MIDLAND,MIDLAND,MIDLAND,MI,48640,43.606948,-84.217473,Chemicals,NO,13000.0,0.0,0.0,17400.0
NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,CARLIN,EUREKA,NV,89822,40.7813,-116.1858,Metal Mining,NO,16.0,0.0,0.0,871088.0
TERRA INTERNATIONAL (OKLAHOMA) LLC.,WOODWARD,WOODWARD,OK,73801,36.438556,-99.464083,Chemicals,NO,5.0,41466.0,0.0,302135.0
CMP COATINGS INC.,BELLE CHASSE,PLAQUEMINES PARISH,LA,70037,29.85168,-90.02554,Chemicals,NO,42.0,0.0,0.0,10896.0
LATHAM POOL PRODUCTS INC. - DEWITT IA,DE WITT,CLINTON,IA,52742,41.810488,-90.537958,Plastics and Rubber,YES,81092.0,0.0,0.0,81092.0
ENGINEERED COMPOSITES,COLUMBIA,RICHLAND,SC,29201,33.970365,-81.007006,Plastics and Rubber,YES,27500.0,0.0,0.0,27505.0
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,956.0,0.0,0.0,403738.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,215008.0,1697.0,0.0,473611.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,50.0,287.0,0.0,34694.0
MARINE ELECTRICAL PRODUCTS,LEBANON,LACLEDE,MO,65536,37.663222,-92.634333,Plastics and Rubber,YES,12553.0,0.0,0.0,12803.0
MITSUBISHI CHEMICAL AMERICA INC,MEMPHIS,SHELBY,TN,38127,35.27161,-89.97426,Chemicals,NO,13477.0,80.31,0.0,13706.15
FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,85540,33.065,-109.34222,Metal Mining,NO,250.0,0.0,0.0,1300250.0
SCHAEFFER MANUFACTURING,SAINT LOUIS,ST LOUIS (CITY),MO,63104,38.59999,-90.19886,Petroleum,NO,0.0,0.0,0.0,7651.69
JUPITER SULPHUR LLC,PONCA CITY,KAY,OK,74601,36.67715,-97.07832,Chemicals,NO,355.0,0.0,0.0,29815.0
WILDCAT GAS PLANT,KERMIT,WINKLER,TX,79745,31.804744,-103.239075,Natural Gas Processing,YES,110.0,0.0,0.0,200310.0
UOP-SHREVEPORT PLANT,SHREVEPORT,CADDO PARISH,LA,71107,32.61514,-93.92517,Chemicals,NO,22409.0,10.0,0.0,457083.0
ALPEK POLYESTER USA LLC-COLUMBIA SITE,GASTON,CALHOUN,SC,29053,33.866387,-81.012712,Chemicals,NO,92696.0,0.0,0.0,103410.0
CHALMETTE REFINING LLC,CHALMETTE,ST. BERNARD PARISH,LA,70043,29.936411,-89.972954,Petroleum,NO,0.0,115278.0,0.0,115278.0
CHEMOURS WASHINGTON WORKS,WASHINGTON,WOOD,WV,26181,39.271944,-81.661667,Chemicals,NO,0.0,36092.0,0.0,36092.0
BASIN ELECTRIC ANTELOPE VALLEY STATION,BEULAH,MERCER,ND,58523,47.370445,-101.838042,Chemicals,NO,17900.0,0.0,0.0,18002.0
HAMPFORD RESEARCH INC,STRATFORD,FAIRFIELD,CT,6615,41.19791,-73.12132,Chemicals,YES,6530.0,0.0,0.0,8163.0
LEVIAT,BOONE,BOONE,IA,50036,42.040854,-93.851961,Plastics and Rubber,YES,0.0,0.0,0.0,5347.0
KNS COS INC,CAROL STREAM,DUPAGE,IL,60188,41.90716,-88.104569,Chemicals,NO,3220.0,0.0,0.0,11680.0
INDUSTRIAL COMPOSITE SYSTEMS DBA INDUSTRIAL PLASTIC SYSTEMS,LAKELAND,POLK,FL,33811,27.997594,-82.031232,Plastics and Rubber,YES,0.0,0.0,0.0,7070.0
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,NO,3483.0,0.0,0.0,11989.0
CHEVRON PHILLIPS CHEMICAL CO - PASADENA PLASTICS COMPLEX,PASADENA,HARRIS,TX,77506,29.731,-95.189,Chemicals,NO,8996.75,0.0,0.0,9945.2
ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,HAHNVILLE,ST. CHARLES PARISH,LA,70057,29.9829,-90.4437,Chemicals,YES,473.0,0.0,0.0,5726.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,10068.0,3699.0,0.0,15304.0
CITGO REFINING & CHEMICALS CO LP EAST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.80962,-97.425869,Petroleum,YES,3437.17,0.0,0.0,6926.77
HF SINCLAIR PARCO REFINING LLC,SINCLAIR,CARBON,WY,82334,41.77899,-107.104,Petroleum,NO,65000.0,0.0,0.0,136006.0
LINDE TOLEDO FACILITY,OREGON,LUCAS,OH,43616,41.636289,-83.496944,Chemicals,NO,42045.0,0.0,0.0,42845.0
DOW SABINE RIVER OPERATIONS,ORANGE,ORANGE,TX,77630,30.054796,-93.753863,Chemicals,NO,23130.0,431.0,0.0,24412.0
HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,ARTESIA,EDDY,NM,88210,32.848593,-104.394383,Petroleum,NO,44000.0,0.0,0.0,47245.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,YES,1.0,0.0,0.0,61114.0
VALERO REFINING - MERAUX LLC MERAUX REFINERY,MERAUX,ST. BERNARD PARISH,LA,70075,29.930517,-89.940643,Petroleum,NO,17831.0,2.0,0.0,27079.0
VISCOFAN USA INC,DANVILLE,VERMILION,IL,61834,40.141166,-87.580436,Plastics and Rubber,NO,51333.0,0.0,0.0,51583.0
AMERICAN SYNTHETIC RUBBER CO,LOUISVILLE,JEFFERSON,KY,40216,38.209167,-85.843611,Chemicals,YES,11905.0,0.0,0.0,12428.7
EES COKE BATTERY LLC,RIVER ROUGE,WAYNE,MI,48218,42.283105,-83.113962,Petroleum,YES,160000.0,0.0,0.0,161100.0
WESTLAKE CHEMICALS & VINYLS LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.262255,-91.185837,Chemicals,NO,0.0,0.0,0.0,75000.0
BUFFALO GAS PLANT,STANTON,MARTIN,TX,79782,32.190242,-102.004634,Natural Gas Processing,NO,20000.0,0.0,0.0,20001.3
SMOKY VALLEY COMMON OPERATION,ROUND MOUNTAIN,NYE,NV,89045,38.716408,-117.101879,Metal Mining,NO,11.0,0.0,0.0,314413.0
INEOS PIGMENTS USA INC,ASHTABULA,ASHTABULA,OH,44004,41.889223,-80.763715,Chemicals,NO,0.0,105000.0,0.0,1673000.0
EQUISTAR CHEMICALS LP,LA PORTE,HARRIS,TX,77571,29.717471,-95.068008,Chemicals,NO,0.0,120000.0,0.0,120000.0
BIRLA CARBON USA INC.,ULYSSES,GRANT,KS,67880,37.54355,-101.19905,Chemicals,NO,30998.0,0.0,0.0,30998.0
CANADIAN VALLEY GAS PLANT,CALUMET,CANADIAN,OK,73014,35.592752,-98.138809,Natural Gas Processing,NO,10405.0,0.0,0.0,10406.0
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC-DECATUR PLANT,DECATUR,MORGAN,AL,35601,34.633889,-87.024444,Chemicals,YES,23563.0,9.0,0.0,56877.0
ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,HAHNVILLE,ST. CHARLES PARISH,LA,70057,29.9829,-90.4437,Chemicals,NO,0.0,63509.0,0.0,63509.0
COVORO MINING SOLUTIONS LLC,MEMPHIS,SHELBY,TN,38127,35.27213,-89.97894,Chemicals,NO,60000.0,0.0,0.0,63400.0
NOURYON SURFACE CHEMISTRY LLC,MORRIS,GRUNDY,IL,60450,41.408188,-88.336227,Chemicals,NO,50881.0,42.0,0.0,67200.0
EXXONMOBIL OIL CORP JOLIET REFINERY,CHANNAHON,WILL,IL,60410,41.413831,-88.18346,Petroleum,YES,1317.4,5.3,0.0,5412.1
3M CO - MENOMONIE,MENOMONIE,DUNN,WI,54751,44.89752,-91.87993,Plastics and Rubber,NO,0.0,0.0,0.0,71654.0
IPS STRUCTURAL ADHESIVES INC.,DURHAM,DURHAM,NC,27703,35.97239,-78.86697,Chemicals,NO,17269.0,0.0,0.0,17269.0
BLUE CUBE OPERATIONS LLC - PLAQUEMINE SITE,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.313897,-91.240605,Chemicals,YES,496.0,0.0,0.0,6058.0
IOWA FERTILIZER CO,WEVER,LEE,IA,52658,40.69,-91.23,Chemicals,NO,0.0,120000.0,0.0,120000.0
SHELL CATALYST & TECHNOLOGIES,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,30.4943,-91.21708,Chemicals,NO,21.0,0.0,0.0,7520.0
THE DOW CHEMICAL CO,MIDLAND,MIDLAND,MI,48667,43.6003,-84.2234,Chemicals,NO,18000.0,25.0,0.0,26728.0
LANCO MANUFACTURING CORP,SAN LORENZO,SAN LORENZO MUNICIPIO,PR,754,18.193248,-65.94819,Chemicals,NO,142067.0,0.0,0.0,142168.77
CELANESE LTD CLEAR LAKE PLANT,PASADENA,HARRIS,TX,77507,29.624369,-95.062877,Chemicals,YES,24819.6,0.0,0.0,26928.6
BRASKEM AMERICA INC SEADRIFT PLANT,SEADRIFT,CALHOUN,TX,77983,28.510636,-96.771527,Chemicals,NO,20075.18,0.0,0.0,38561.16
EQUISTAR CHEMICALS LP CHOCOLATE BAYOU POLYMERS PLANT,ALVIN,BRAZORIA,TX,77511,29.250091,-95.216526,Chemicals,NO,10149.0,0.0,0.0,11289.0
LIOCHEM INC,CONYERS,ROCKDALE,GA,30013,33.66323,-83.9769,Chemicals,NO,15976.0,5.0,0.0,16381.0
WESTLAKE VINYLS INC,CALVERT CITY,MARSHALL,KY,42029,37.051111,-88.334167,Chemicals,YES,382.18,65.874,0.0,6089.954
ACS TECHNICAL PRODUCTS INC.,GRIFFITH,LAKE,IN,46319,41.51531,-87.41535,Chemicals,NO,8639.0,0.0,0.0,9396.0
GREEN PLAINS OBION LLC,RIVES,OBION,TN,38253,36.28305,-89.147607,Chemicals,NO,9200.0,0.0,0.0,9201.0
HIGHWATER ETHANOL LLC,LAMBERTON,REDWOOD,MN,56152,44.23202,-95.30027,Chemicals,YES,11035.22,0.0,0.0,11048.002
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,7571.0,0.0,0.0,13021.0
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,2640.0,15.0,0.0,8780.0
CABOT CORP PAMPA DEVELOPMENT & MANUFACTURING CENTER,PAMPA,GRAY,TX,79065,35.51,-101.015,Chemicals,NO,17105.2,0.0,0.0,17157.6
OXY PERMIAN - SLAUGHTER/MALLET COMPLEX,SUNDOWN,HOCKLEY,TX,79372,33.459629,-102.560793,Natural Gas Processing,NO,126.0,0.0,0.0,7336.438
TORRANCE REFINING CO LLC,TORRANCE,LOS ANGELES,CA,90504,33.85828,-118.3369,Petroleum,NO,65000.0,0.0,0.0,65490.0
GREAT LAKES COMPOSITES LLC,OWOSSO,SHIAWASSEE,MI,48867,42.99257,-84.20639,Plastics and Rubber,YES,11635.0,0.0,0.0,12247.0
WESTLAKE CHEMICALS & VINYLS LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.262255,-91.185837,Chemicals,NO,0.0,8467.0,0.0,8467.0
PENNAKEM LLC,MEMPHIS,SHELBY,TN,38108,35.173611,-89.948889,Chemicals,YES,16371.0,0.0,0.0,18804.0
CONTAINMENT SOLUTIONS INC,BAKERSFIELD,KERN,CA,93308,35.42981,-119.06432,Plastics and Rubber,YES,107202.0,0.0,0.0,107202.0
MARATHON MANDAN REFINERY,MANDAN,MORTON,ND,58554,46.8441,-100.8855,Petroleum,NO,11000.0,0.0,0.0,12500.0
MONTANA RESOURCES LLC,BUTTE,SILVER BOW,MT,59701,46.007588,-112.501703,Metal Mining,NO,71.0,0.0,0.0,16852661.0
PAULSBORO REFINING CO LLC,PAULSBORO,GLOUCESTER,NJ,8066,39.8401,-75.2574,Petroleum,NO,717.0,0.0,0.0,7251.0
ASHLAND SPECIALTY INGREDIENTS GP,HOPEWELL,HOPEWELL (CITY),VA,23860,37.290756,-77.282185,Chemicals,NO,2506.0,0.0,0.0,31129.0
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,YES,1922.0,0.0,0.0,5865.0
DAKOTA ETHANOL LLC,WENTWORTH,LAKE,SD,57075,43.976389,-96.95333,Chemicals,YES,16000.0,0.0,0.0,16003.0
SUMIRIKO TENNESSEE - TAZEWELL,TAZEWELL,CLAIBORNE,TN,37879,36.48103,-83.53773,Plastics and Rubber,NO,7541.0,0.0,0.0,7938.0
CHEMOURS JOHNSONVILLE PLANT,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,36.043056,-87.981667,Chemicals,NO,2562680.0,0.0,0.0,2562680.0
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,NO,1500.0,320.0,0.0,7020.0
ABERDEEN ENERGY LLC,MINA,EDMUNDS,SD,57451,45.442417,-98.787139,Chemicals,NO,7299.0,0.0,0.0,7299.0
CORNERSTONE CHEMICAL CO,WESTWEGO,JEFFERSON PARISH,LA,70094,29.958889,-90.270472,Chemicals,NO,0.0,0.0,0.0,107455.0
NYRSTAR CLARKSVILLE INC,CLARKSVILLE,MONTGOMERY,TN,37040,36.518398,-87.40293,Metal Mining,NO,93.0,489.0,0.0,1972176.82
VALERO WELCOME PLANT,WELCOME,MARTIN,MN,56181,43.663889,-94.582222,Chemicals,NO,16000.0,0.0,0.0,16029.0
OLDCASTLE INFRASTRUCTURE,SWEETWATER,MONROE,TN,37874,35.53956,-84.521718,Plastics and Rubber,YES,1369.0,0.0,0.0,47134.0
FREUDENBERG-NOK MORRISTOWN PLANT,MORRISTOWN,SHELBY,IN,46161,39.674389,-85.706472,Plastics and Rubber,YES,5387.0,0.0,0.0,5410.0
CHIEF ETHANOL FUELS INC,HASTINGS,ADAMS,NE,68901,40.585,-98.318889,Chemicals,YES,12416.0,0.0,0.0,12420.0
HUNT REFINING CO A CORP,TUSCALOOSA,TUSCALOOSA,AL,35401,33.2003,-87.607,Petroleum,NO,2704.0,0.0,0.0,8963.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,21352.0,0.0,0.0,22231.0
SHPP US LLC,SELKIRK,ALBANY,NY,12158,42.575416,-73.853563,Chemicals,NO,11000.0,7.0,0.0,46008.2
BOARDWALK LOUISIANA MIDSTREAM LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.318306,-91.307306,Petroleum Bulk Terminals,NO,4334.0,0.0,0.0,17168.0
VENTRA SALEM LLC.,SALEM,COLUMBIANA,OH,44460,40.9061,-80.8679,Plastics and Rubber,NO,6524.0,0.0,0.0,6567.0
ALBEMARLE CORP PASADENA PLANT,PASADENA,HARRIS,TX,77503,29.742498,-95.165513,Chemicals,NO,5503.0,5.0,0.0,7236.0
CHEMDESIGN PRODUCTS INC,MARINETTE,MARINETTE,WI,54143,45.09713,-87.61406,Chemicals,NO,2208.0,0.47,0.0,6927.47
LIMA REFINING CO,LIMA,ALLEN,OH,45804,40.720649,-84.122623,Petroleum,NO,5812.0,0.0,0.0,14862.0
LENZING FIBERS INC,AXIS,MOBILE,AL,36505,30.960964,-88.024936,Chemicals,NO,0.0,55950.0,0.0,55950.0
GULF COAST GROWTH VENTURES LLC,GREGORY,SAN PATRICIO,TX,78359,27.925021,-97.316393,Chemicals,NO,69625.2,0.0,0.0,100955.2
LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-NC,ROCKINGHAM,RICHMOND,NC,28379,34.96423,-79.80917,Plastics and Rubber,YES,234781.0,0.0,0.0,234781.0
GREEN PLAINS OBION LLC,RIVES,OBION,TN,38253,36.28305,-89.147607,Chemicals,YES,8200.0,0.0,0.0,8205.0
VALERO THREE RIVERS REFINERY,THREE RIVERS,LIVE OAK,TX,78071,28.456667,-98.190277,Petroleum,NO,0.0,99511.7,0.0,288438.899
ADJUVANTS UNLIMITED- #3507,TULSA,TULSA,OK,74127,36.14798,-96.03401,Chemicals,NO,0.0,0.0,0.0,6408.0
BP CHERRY POINT REFINERY,BLAINE,WHATCOM,WA,98230,48.884,-122.735,Petroleum,NO,14989.0,0.0,0.0,17299.0
RUBICON LLC,GEISMAR,ASCENSION PARISH,LA,70734,30.1989,-91.0085,Chemicals,NO,280.0,0.0,0.0,21080.0
ENERGY TRANSFER GEISMAR OLEFINS LLC - CHALMETTE GAS PROCESSI,CHALMETTE,ST. BERNARD PARISH,LA,70043,29.930521,-89.967582,Natural Gas Processing,NO,500.0,0.0,0.0,6100.0
FREEPORT-MCMORAN BAGDAD INC,BAGDAD,YAVAPAI,AZ,86321,34.56849,-113.17552,Metal Mining,NO,0.0,0.0,0.0,280005.0
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,YES,21.0,0.0,0.0,118960.0
AIRGAS DRY ICE,TORRANCE,LOS ANGELES,CA,90503,33.84718,-118.332562,Chemicals,NO,1.0,0.0,0.0,33157.0
THE DOW CHEMICAL CO,MIDLAND,MIDLAND,MI,48667,43.6003,-84.2234,Chemicals,NO,4900.0,120.0,0.0,5020.0
LANXESS - CENTRAL,EL DORADO,UNION,AR,71730,33.1831,-92.7069,Chemicals,NO,827.0,0.0,0.0,54414.0
COFFEYVILLE RESOURCES REFINING & MARKETING,COFFEYVILLE,MONTGOMERY,KS,67337,37.047556,-95.606106,Petroleum,NO,5055.0,15.0,0.0,12987.0
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,NO,23400.0,0.0,0.0,23400.0
FREEPORT-MCMORAN SIERRITA INC,GREEN VALLEY,PIMA,AZ,85614,31.876444,-111.100472,Metal Mining,YES,0.0,0.0,0.0,88000.0
EXPLORE INDUSTRIES USA INC.,MARION,MARION,SC,29571,34.17156,-79.42336,Plastics and Rubber,YES,233400.0,0.0,0.0,233405.0
REICHHOLD LLC 2,MORRIS,GRUNDY,IL,60450,41.38888,-88.30116,Chemicals,YES,3274.0,0.0,0.0,5734.0
WESTLAKE VINYLS CO,GEISMAR,ASCENSION PARISH,LA,70734,30.208604,-91.011128,Chemicals,YES,24000.0,0.0,0.0,24001.0
REDFIELD ENERGY LLC,REDFIELD,SPINK,SD,57469,44.91166,-98.50145,Chemicals,YES,11442.93,0.0,0.0,11673.98
PLAINVIEW BIOENERGY LLC,PLAINVIEW,HALE,TX,79072,34.18258,-101.6583,Chemicals,NO,6765.4,0.0,0.0,6765.4
CHEMOURS BELLE PLANT,BELLE,KANAWHA,WV,25015,38.24377,-81.55393,Chemicals,NO,0.0,142806.0,0.0,142806.0
STRONGWELL - CHATFIELD DIV,CHATFIELD,FILLMORE,MN,55923,43.83579,-92.16726,Plastics and Rubber,YES,20718.0,0.0,0.0,20718.0
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Chemicals,YES,15475.05,0.0,0.0,22607.11
EUNICE NATURAL GAS PROCESSING PLANT,EUNICE,ACADIA PARISH,LA,70535,30.455267,-92.529956,Natural Gas Processing,NO,10502.0,270.0,0.0,15264.0
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,68421.0,6182.0,0.0,75297.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,4.0,0.0,0.0,1532509.0
BASF TOTALENERGIES PETROCHEMICALS LLC,PORT ARTHUR,JEFFERSON,TX,77642,29.951649,-93.887272,Chemicals,NO,178333.4,0.0,0.0,194062.0
HEXION INC.,ISLAND CITY,UNION,OR,97850,45.349167,-118.030556,Chemicals,NO,3963.0,0.0,0.0,5210.0
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,NO,2600.0,0.0,0.0,8300.0
PENNSYLVANIA GRAIN PROCESSING LLC,CLEARFIELD,CLEARFIELD,PA,16830,41.02828,-78.42462,Chemicals,YES,5195.0,0.0,0.0,5198.0
WESTLAKE EPOXY INC.- DEER PARK SITE,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Chemicals,NO,6100.0,0.0,0.0,29200.0
ASCENT CHEMICALS,CLEVELAND,BRADLEY,TN,37312,35.18567,-84.827931,Chemicals,NO,0.0,0.0,0.0,10514.0
VALERO HARTLEY PLANT,HARTLEY,O'BRIEN,IA,51346,43.18294,-95.50569,Chemicals,NO,6538.0,0.0,0.0,6717.0
DEER PARK REFINING LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Petroleum,NO,4200.0,8.0,0.0,18208.0
BP AMERICA PRODUCTION BLOCK 31 GAS PLANT,CRANE,CRANE,TX,79731,31.6467,-102.52869,Natural Gas Processing,NO,7429.0,0.0,0.0,7429.28
MONROE ENERGY LLC-TRAINER REFINERY,TRAINER,DELAWARE,PA,19061,39.829311,-75.401169,Petroleum,NO,3420.0,2511.0,0.0,6309.0
HARVEST LOUISIANA TERMINALS LLC - ALLIANCE TERMINAL,BELLE CHASSE,PLAQUEMINES PARISH,LA,70037,29.684887,-89.97613,Petroleum,NO,30424.0,5.0,0.0,34548.0
HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.474444,-91.183056,Chemicals,NO,10807.38,0.0,0.0,11395.58
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,CANTONMENT,ESCAMBIA,FL,325338926,30.596678,-87.251977,Chemicals,NO,0.0,0.0,0.0,28394.0
HUTCHINSON ANTIVIBRATION SYSTEMS INC,GRAND RAPIDS,KENT,MI,49503,42.97207,-85.63978,Plastics and Rubber,NO,3581.0,0.0,0.0,11832.0
MISSOURI COBALT,FREDERICKTOWN,MADISON,MO,63645,37.583996,-90.329007,Metal Mining,YES,0.0,0.0,0.0,106889.41
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,YES,3944.0,0.0,0.0,5923.0
CHEMOURS LOUISVILLE PLANT,LOUISVILLE,JEFFERSON,KY,40216,38.217166,-85.841979,Chemicals,NO,309883.7,0.0,0.0,315373.3
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,21989.0,65.0,0.0,24854.0
DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT,NORTH CHESTERFIELD,CHESTERFIELD,VA,23234,37.45093,-77.43415,Chemicals,NO,0.0,36387.0,0.0,36387.0
EQUISTAR CHEMICALS LP - LAKE CHARLES POLYMERS,WESTLAKE,CALCASIEU PARISH,LA,70669,30.193916,-93.321347,Chemicals,NO,158891.0,0.0,0.0,161488.0
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,120.0,0.0,0.0,133323.0
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,9608.0,0.0,0.0,22337.0
LANXESS - SOUTH PLANT,EL DORADO,UNION,AR,71730,33.110306,-92.672944,Chemicals,NO,317.0,0.0,0.0,16256.0
