,COUNTY_FIPS_CODE,WATER_QUALITY_COUNTY_SCORE
13945,17201.0,65.92696072
13963,17203.0,57.539887292
13974,18001.0,59.565096366
13978,18003.0,57.160603192
14005,18005.0,51.37693848
14014,18007.0,46.794753629
14020,18009.0,47.186261227
14022,18011.0,56.221573095
14028,18013.0,45.739401607
14032,18015.0,56.119162025
14039,18017.0,56.55474525
14047,18019.0,47.994925508
14059,18021.0,48.549021787
14067,18023.0,52.504457206
14074,18025.0,42.706995364
14082,18027.0,46.72638676
14088,18029.0,37.845496087
14094,18031.0,54.4348469
14098,18035.0,58.624102023
14109,18037.0,41.281093574
14118,18039.0,65.335113976
14129,18041.0,48.452775667
14131,18043.0,28.964605414
14135,18045.0,50.127443902
14142,18047.0,52.955360594
14149,18049.0,53.033111514
14153,18051.0,45.654672715
14163,18053.0,57.90664995
14174,18055.0,43.935400133
14184,18057.0,58.187150218
14198,18059.0,57.928247019
14203,18061.0,35.835800389
14215,18063.0,58.187150218
14225,18065.0,55.809612442
14239,18067.0,56.516691171
14243,18069.0,52.262627808
14247,18071.0,49.655037141
14254,18073.0,60.617123123
14259,18075.0,54.634274008
14265,18077.0,42.045144418
14270,18079.0,52.102356864
14276,18081.0,55.443989083
14284,18083.0,54.025986131
14295,18085.0,67.079390837
14308,18087.0,63.155716839
14315,18089.0,63.463704366
14342,18093.0,47.43107738
14350,18095.0,55.831592609
14364,18097.0,60.248841807
14401,18099.0,59.450187712
14409,18101.0,41.070146017
14412,18103.0,58.932661052
14420,18105.0,48.549021787
14428,18107.0,57.7898488
14439,18109.0,52.955360594
14444,18111.0,57.050359549
14452,18113.0,60.013979022
14461,18115.0,39.571884994
14462,18117.0,48.960397634
14466,18119.0,51.740406362
14474,18121.0,57.90664995
14481,18123.0,44.505743505
14490,18125.0,42.045144418
14496,18127.0,60.789469805
14505,18129.0,46.72638676
14511,18131.0,53.849235753
14516,18133.0,52.673206081
14524,18135.0,55.607277432
14533,18137.0,43.290789272
14541,18139.0,53.849235753
14548,18141.0,64.332778594
14568,18143.0,40.123177019
14571,18145.0,53.733385283
14578,18147.0,52.032050445
14588,18149.0,58.891430112
14594,18151.0,60.592005572
14600,18153.0,46.58675726
14608,18155.0,45.568470204
14612,18157.0,59.381013479
14623,18159.0,48.916339393
14628,18161.0,48.596452957
14631,18163.0,47.777021432
14640,18165.0,48.403942568
14647,18167.0,57.050359549
14656,18169.0,55.572737087
14664,18171.0,53.614762062
14668,18173.0,41.070146017
14674,18175.0,48.452775667
14679,18177.0,58.867714662
14692,18179.0,47.310180668
14702,18181.0,62.356513227
14710,18183.0,54.11980318
14714,19001.0,33.506218256
14719,19005.0,52.148679813
14726,19007.0,40.619242629
14735,19009.0,39.855191785
14741,19011.0,50.896443842
14756,19013.0,44.054840116
14767,19015.0,41.677826812
14774,19017.0,48.736082457
14782,19019.0,50.022354747
14793,19021.0,38.609546931
14802,19023.0,49.500133301
14813,19025.0,45.207837049
14822,19027.0,47.887170842
14834,19029.0,49.842097811
14842,19031.0,51.639249392
14850,19033.0,54.449360877
14860,19035.0,41.864887482
14868,19037.0,52.610596582
14874,19039.0,40.377413231
14877,19041.0,30.974301112
14886,19043.0,55.595790708
14901,19045.0,50.836726018
14915,19047.0,44.396804626
14927,19049.0,47.721014966
14944,19051.0,37.414222504
14948,19053.0,46.515439203
14956,19055.0,51.639249392
14966,19057.0,49.500133301
14973,19059.0,42.549632323
14980,19061.0,57.227246475
14994,19063.0,42.549632323
14999,19065.0,51.587886037
15013,19067.0,48.689974967
15020,19069.0,47.05916402
15029,19071.0,48.452775667
15038,19073.0,45.480741906
15045,19075.0,39.571884994
15054,19077.0,47.123119998
15063,19079.0,44.919026072
15072,19081.0,47.490437604
15080,19083.0,51.40380315
15091,19085.0,52.796101289
15101,19087.0,46.064535814
15110,19089.0,48.643434536
15116,19091.0,42.549632323
15127,19093.0,40.849819991
15132,19095.0,47.248608205
15143,19097.0,54.717346111
15157,19099.0,45.739401607
15168,19101.0,44.054840116
15173,19103.0,59.195395245
15185,19105.0,58.497653342
15194,19107.0,43.290789272
15209,19109.0,49.61676267
15221,19111.0,42.045144418
15231,19113.0,58.214346552
15254,19115.0,52.935730789
15261,19117.0,37.845496087
15266,19119.0,39.271397877
15274,19121.0,38.609546931
15282,19123.0,38.242229325
15291,19125.0,40.123177019
15303,19127.0,38.951511441
15316,19129.0,50.397253062
15324,19131.0,47.941340992
15330,19133.0,50.462471365
15339,19137.0,42.549632323
15344,19139.0,55.138311504
15354,19143.0,37.414222504
15359,19145.0,40.849819991
15369,19147.0,47.123119998
15377,19149.0,45.822706416
15386,19151.0,45.568470204
15394,19153.0,48.047936917
15423,19155.0,53.25930374
15439,19157.0,40.123177019
15447,19159.0,42.219075228
15454,19161.0,39.271397877
15463,19163.0,52.482953834
15482,19165.0,43.426592821
15492,19167.0,40.849819991
15505,19169.0,51.042664459
15520,19171.0,44.919026072
15533,19173.0,38.951511441
15540,19175.0,36.941815743
15547,19177.0,41.483428584
15556,19179.0,40.123177019
15563,19181.0,39.855191785
15576,19183.0,52.125572455
15584,19185.0,41.281093574
15592,19187.0,48.403942568
15605,19189.0,50.984692811
15612,19191.0,53.682893986
15619,19193.0,45.568470204
15642,19195.0,45.1134243
15649,19197.0,50.022354747
15657,20001.0,50.653130234
15664,20003.0,44.612339429
15670,20005.0,45.985229811
15675,20007.0,44.919026072
15682,20009.0,52.032050445
15689,20011.0,47.490437604
15696,20013.0,48.100387348
15703,20015.0,53.994314973
15718,20017.0,51.664732839
15723,20019.0,51.267999601
15728,20021.0,52.032050445
15735,20023.0,28.964605414
15737,20025.0,44.919026072
15740,20027.0,44.171469484
15745,20029.0,38.951511441
15751,20031.0,41.864887482
15756,20033.0,42.045144418
15759,20035.0,48.781764988
15768,20037.0,50.364319257
15780,20039.0,36.419594297
15784,20041.0,51.740406362
15792,20043.0,48.689974967
15799,20045.0,45.822706416
15806,20047.0,42.045144418
15810,20049.0,48.960397634
15815,20051.0,53.563041389
15821,20053.0,47.994925508
15826,20055.0,55.420216762
15829,20057.0,51.240386608
15834,20059.0,52.285106392
15842,20061.0,48.403942568
15844,20063.0,43.813010718
15849,20065.0,42.219075228
15853,20067.0,36.941815743
15854,20069.0,51.814941893
15860,20071.0,43.290789272
15861,20073.0,53.665948604
15869,20075.0,42.219075228
15872,20077.0,46.443079969
15878,20079.0,46.72638676
15885,20081.0,40.377413231
15887,20083.0,38.609546931
15889,20085.0,45.904634223
15898,20087.0,51.613634248
15907,20089.0,51.960732388
15914,20091.0,43.290789272
15946,20093.0,40.849819991
15948,20095.0,48.152288549
15955,20097.0,30.974301112
15958,20099.0,51.40380315
15967,20101.0,47.186261227
15969,20103.0,50.558717485
15976,20105.0,49.539315477
15980,20107.0,52.374014955
15987,20109.0,43.558774506
15990,20111.0,43.151159772
15998,20113.0,50.057632615
16006,20115.0,53.203716023
16018,20117.0,48.82703032
16029,20119.0,40.849819991
16032,20121.0,49.61676267
16036,20123.0,53.766762645
16042,20125.0,54.104289805
16051,20127.0,41.677826812
16056,20131.0,47.490437604
16065,20133.0,53.580341649
16071,20135.0,45.391432833
16078,20137.0,48.452775667
16082,20139.0,50.331165157
16091,20141.0,49.98682399
16096,20143.0,54.405690819
16100,20145.0,41.677826812
16104,20147.0,45.654672715
16111,20149.0,50.092661167
16120,20151.0,50.806595108
16125,20153.0,35.173949443
16129,20155.0,58.777757212
16142,20157.0,50.127443902
16150,20159.0,48.304808874
16158,20161.0,49.34023171
16165,20163.0,50.984692811
16170,20165.0,53.457952235
16177,20167.0,51.37693848
16185,20169.0,52.217362475
16191,20171.0,36.941815743
16192,20173.0,52.816290806
16234,20175.0,43.935400133
16236,20177.0,48.960397634
16258,20179.0,25.529007927
16260,20181.0,42.387108928
16263,20183.0,45.654672715
16269,20185.0,42.859515689
16273,20187.0,28.964605414
16275,20189.0,28.964605414
16277,20191.0,52.0555969
16289,20193.0,46.219439654
16294,20195.0,33.506218256
16297,20197.0,47.941340992
16304,20199.0,32.400202902
16307,20201.0,45.1134243
16318,20203.0,36.941815743
16320,20205.0,53.510775322
16325,20207.0,46.369648708
16329,20209.0,37.414222504
16339,21001.0,38.242229325
16343,21003.0,25.529007927
16346,21005.0,36.419594297
16347,21007.0,52.102356864
16351,21009.0,25.529007927
16358,21011.0,38.951511441
16362,21013.0,42.219075228
16372,21015.0,43.290789272
16379,21017.0,42.549632323
16382,21019.0,43.935400133
16386,21025.0,43.007482482
16392,21027.0,35.173949443
16404,21029.0,28.964605414
16409,21031.0,38.242229325
16413,21033.0,38.242229325
16415,21035.0,53.563041389
16421,21039.0,51.790221047
16424,21043.0,42.387108928
16428,21045.0,38.242229325
16434,21047.0,35.173949443
16442,21049.0,30.974301112
16443,21051.0,34.409898599
16448,21053.0,41.864887482
16449,21055.0,32.400202902
16450,21057.0,36.419594297
16451,21059.0,33.506218256
16457,21061.0,43.558774506
16461,21063.0,30.974301112
16463,21065.0,38.242229325
16465,21067.0,25.529007927
16479,21069.0,28.964605414
16483,21071.0,49.730710664
16517,21073.0,41.864887482
16518,21075.0,38.951511441
16520,21077.0,25.529007927
16523,21079.0,35.173949443
16525,21081.0,33.506218256
16530,21083.0,38.242229325
16540,21085.0,37.845496087
16546,21089.0,42.219075228
16553,21091.0,45.1134243
16556,21093.0,35.173949443
16568,21095.0,50.230351117
16591,21097.0,34.409898599
16593,21099.0,41.281093574
16600,21101.0,45.985229811
16605,21103.0,30.974301112
16615,21105.0,38.242229325
16617,21107.0,42.859515689
16627,21109.0,39.571884994
16631,21111.0,28.964605414
16667,21113.0,45.739401607
16670,21115.0,30.974301112
16687,21117.0,25.529007927
16695,21119.0,39.271397877
16712,21121.0,38.242229325
16726,21123.0,32.400202902
16728,21125.0,30.974301112
16733,21129.0,28.964605414
16735,21131.0,32.400202902
16747,21133.0,46.515439203
16769,21135.0,25.529007927
16774,21137.0,43.290789272
16779,21139.0,45.30048497
16786,21141.0,42.859515689
16791,21143.0,38.242229325
16793,21145.0,36.941815743
16797,21147.0,30.974301112
16802,21149.0,43.68752251
16807,21151.0,40.849819991
16810,21153.0,38.609546931
16813,21155.0,30.974301112
16818,21157.0,52.032050445
16822,21159.0,35.173949443
16829,21161.0,36.941815743
16832,21163.0,34.409898599
16839,21165.0,41.864887482
16843,21167.0,42.859515689
16846,21171.0,44.396804626
16851,21173.0,44.81889096
16853,21175.0,35.173949443
16858,21177.0,45.30048497
16871,21179.0,40.619242629
16879,21181.0,41.864887482
16880,21183.0,42.549632323
16890,21189.0,30.974301112
16891,21191.0,39.271397877
16894,21193.0,38.242229325
16912,21195.0,45.822706416
16947,21197.0,37.845496087
16949,21199.0,39.855191785
16957,21201.0,25.529007927
16958,21203.0,43.813010718
16962,21205.0,34.409898599
16964,21207.0,34.409898599
16966,21211.0,28.964605414
16971,21213.0,25.529007927
16972,21217.0,36.419594297
16974,21219.0,30.974301112
16979,21221.0,30.974301112
16980,21223.0,25.529007927
16982,21225.0,47.186261227
16986,21227.0,25.529007927
16994,21231.0,33.506218256
16996,21233.0,48.736082457
17002,21235.0,43.813010718
17007,21237.0,38.951511441
17011,21239.0,39.855191785
17013,22001.0,51.483534404
17023,22003.0,50.230351117
17030,22005.0,51.56200337
17037,22007.0,34.409898599
17042,22009.0,47.777021432
17054,22011.0,42.045144418
17060,22013.0,57.469469888
17067,22015.0,57.563139185
17075,22017.0,56.139814219
17099,22019.0,54.257280946
17113,22021.0,55.372327313
17117,22023.0,51.184694792
17121,22025.0,51.295459613
17124,22027.0,45.480741906
17129,22029.0,56.381152897
17133,22031.0,55.787534368
17141,22033.0,43.151159772
17163,22035.0,50.984692811
17166,22037.0,44.505743505
17172,22039.0,52.032050445
17180,22041.0,48.689974967
17185,22043.0,54.405690819
17191,22045.0,52.856424786
17196,22047.0,48.736082457
17203,22049.0,57.730399578
17207,22051.0,36.941815743
17224,22053.0,41.864887482
17231,22055.0,55.526305652
17241,22059.0,53.631883044
17246,22061.0,53.783367416
17251,22063.0,50.896443842
17260,22065.0,48.452775667
17262,22067.0,54.420290298
17268,22069.0,56.758975317
17280,22071.0,46.064535814
17297,22073.0,58.580210988
17305,22075.0,48.254488448
17311,22077.0,42.219075228
17325,22079.0,49.578190339
17343,22081.0,53.109661598
17345,22083.0,53.580341649
17348,22085.0,59.811840508
17356,22087.0,43.151159772
17361,22089.0,25.529007927
17370,22091.0,41.281093574
17372,22093.0,47.248608205
17379,22095.0,44.612339429
17384,22097.0,54.463832477
17396,22099.0,56.893549722
17398,22101.0,51.430522996
17405,22103.0,59.466014824
17419,22105.0,51.483534404
17432,22107.0,54.463832477
17435,22109.0,36.941815743
17447,22111.0,61.796913605
17453,22113.0,48.736082457
17459,22115.0,47.05916402
17468,22117.0,52.0555969
17472,22119.0,53.185047378
17482,22121.0,39.571884994
17486,22123.0,48.82703032
17491,22125.0,30.974301112
17495,22127.0,60.130498715
17500,23001.0,57.202360132
17514,23003.0,63.865499335
17552,23005.0,66.033100096
17589,23007.0,57.677790083
17603,23009.0,64.993149466
17641,23011.0,61.796913605
17665,23013.0,56.468709001
17684,23015.0,59.682446106
17709,23017.0,61.463404916
17738,23019.0,63.724754633
17782,23021.0,56.449385314
17794,23023.0,55.163471556
17802,23025.0,62.264530879
17825,23027.0,60.537143579
17843,23029.0,60.088866482
17873,23031.0,62.95140066
17907,24001.0,49.578190339
17922,24003.0,63.259703579
17956,24005.0,55.360282302
17990,24009.0,53.109661598
18003,24011.0,51.587886037
18012,24013.0,51.013763389
18022,24015.0,61.306041875
18035,24017.0,60.575189544
18056,24019.0,46.994371994
18072,24021.0,56.400743908
18096,24023.0,46.72638676
18104,24025.0,61.306041875
18123,24027.0,51.457099571
18144,24029.0,51.483534404
18153,24031.0,53.96244014
18196,24033.0,50.653130234
18230,24035.0,52.307483493
18240,24037.0,54.4348469
18262,24039.0,54.839400637
18269,24041.0,48.152288549
18284,24043.0,56.768061514
18299,24045.0,55.652959963
18315,24047.0,54.535563388
18324,24510.0,54.166054086
18345,25001.0,55.940054693
18390,25003.0,53.332464027
18422,25005.0,59.777334515
18456,25007.0,50.590388644
18462,25009.0,58.667607802
18505,25011.0,53.914240219
18533,25013.0,57.677790083
18570,25015.0,45.822706416
18595,25017.0,59.518409809
18676,25019.0,47.832402114
18678,25021.0,54.376362216
18716,25023.0,57.110026024
18750,25025.0,33.506218256
18782,25027.0,60.959922697
18864,26001.0,51.715310007
18874,26003.0,59.657170582
18884,26005.0,60.952123294
18898,26007.0,56.911220042
18902,26009.0,55.641578742
18912,26011.0,59.348758357
18919,26013.0,47.777021432
18925,26015.0,64.204861315
18933,26017.0,46.862190308
18942,26019.0,54.997600857
18949,26021.0,63.503515981
18971,26023.0,56.722463038
18976,26025.0,61.438701671
18988,26027.0,59.677401302
18995,26029.0,55.479435142
19001,26031.0,55.491194387
19008,26033.0,55.76535751
19023,26035.0,62.0315285
19028,26037.0,61.961984356
19037,26039.0,59.228660601
19039,26041.0,56.282019203
19049,26043.0,47.664368413
19060,26045.0,58.85581425
19071,26047.0,57.485204884
19078,26049.0,68.405377308
19102,26051.0,58.295051501
19105,26053.0,49.768118536
19111,26055.0,60.797529188
19119,26057.0,61.660104315
19133,26059.0,57.804600357
19148,26061.0,53.147497808
19165,26063.0,52.461356765
19179,26065.0,63.049501643
19196,26067.0,51.240386608
19208,26069.0,50.297787796
19216,26071.0,44.505743505
19222,26073.0,58.849853312
19228,26075.0,60.515880057
19245,26077.0,54.62029228
19262,26079.0,57.855887786
19266,26081.0,61.508958261
19294,26083.0,51.0999659
19298,26085.0,59.621566903
19303,26087.0,66.245505925
19314,26089.0,56.429985996
19323,26091.0,60.994868924
19341,26093.0,57.325560828
19351,26095.0,57.160603192
19353,26097.0,62.708267429
19363,26099.0,57.101546092
19399,26101.0,61.291485273
19409,26103.0,59.054335085
19419,26105.0,61.710595612
19426,26107.0,64.190667958
19435,26109.0,58.765638577
19447,26111.0,45.017178179
19453,26113.0,59.707593392
19457,26115.0,56.478342667
19473,26117.0,66.811531567
19489,26119.0,53.240843683
19492,26121.0,61.265907895
19505,26123.0,61.707245481
19511,26125.0,65.189539997
19578,26127.0,61.021879997
19586,26129.0,50.955450723
19590,26131.0,49.61676267
19599,26133.0,59.957061427
19606,26135.0,46.443079969
19610,26137.0,54.361632579
19613,26139.0,59.539213699
19628,26141.0,54.799048831
19634,26143.0,64.247199139
19640,26145.0,52.714510649
19659,26147.0,54.945426487
19680,26149.0,59.272669942
19690,26151.0,55.754231761
19707,26153.0,57.143801415
19712,26155.0,56.390958082
19723,26157.0,57.921058447
19737,26159.0,60.158060525
19750,26161.0,61.730648989
19764,26163.0,56.241803815
19831,26165.0,62.167756223
19837,27001.0,43.558774506
19845,27003.0,49.090270203
19857,27005.0,49.216826511
19867,27007.0,46.142592852
19879,27009.0,39.571884994
19884,27011.0,40.123177019
19890,27013.0,45.654672715
19901,27015.0,45.30048497
19907,27017.0,47.549095323
19918,27019.0,40.619242629
19930,27021.0,42.549632323
19941,27023.0,25.529007927
19946,27025.0,47.490437604
19956,27027.0,44.612339429
19967,27031.0,55.07484688
19973,27033.0,38.609546931
19979,27035.0,49.842097811
19992,27037.0,48.871886006
20011,27039.0,39.571884994
20017,27041.0,47.664368413
20027,27043.0,36.419594297
20037,27045.0,46.515439203
20049,27047.0,43.813010718
20061,27049.0,52.374014955
20071,27051.0,42.045144418
20078,27053.0,49.805246196
20142,27055.0,42.549632323
20149,27057.0,41.864887482
20154,27059.0,37.414222504
20159,27061.0,43.558774506
20182,27063.0,39.271397877
20187,27065.0,36.941815743
20190,27067.0,48.781764988
20201,27069.0,37.845496087
20209,27071.0,50.161984247
20217,27073.0,43.151159772
20222,27075.0,50.092661167
20228,27077.0,53.386634178
20230,27079.0,42.706995364
20238,27081.0,33.506218256
20243,27083.0,30.974301112
20253,27085.0,42.045144418
20261,27087.0,37.845496087
20266,27089.0,40.377413231
20277,27091.0,39.271397877
20286,27093.0,46.142592852
20293,27095.0,41.281093574
20301,27097.0,45.30048497
20312,27099.0,45.904634223
20326,27101.0,41.483428584
20334,27103.0,39.571884994
20339,27105.0,40.849819991
20350,27107.0,42.549632323
20359,27109.0,45.30048497
20368,27111.0,52.351936881
20387,27113.0,43.007482482
20390,27115.0,46.72638676
20401,27117.0,35.835800389
20408,27119.0,46.862190308
20423,27121.0,40.849819991
20428,27123.0,43.151159772
20447,27127.0,43.290789272
20461,27129.0,45.739401607
20471,27131.0,47.310180668
20479,27133.0,37.414222504
20487,27135.0,50.127443902
20495,27137.0,58.661416022
20540,27139.0,45.568470204
20548,27141.0,46.219439654
20553,27143.0,44.81889096
20560,27145.0,48.916339393
20585,27147.0,41.281093574
20590,27149.0,33.506218256
20595,27151.0,41.070146017
20602,27153.0,39.571884994
20613,27155.0,40.619242629
20617,27157.0,41.070146017
20626,27161.0,37.414222504
20630,27163.0,47.43107738
20647,27165.0,35.835800389
20655,27167.0,46.862190308
20662,27169.0,46.515439203
20670,27171.0,47.490437604
20684,27173.0,38.951511441
20691,28001.0,36.419594297
20692,28003.0,40.123177019
20695,28005.0,42.859515689
20698,28007.0,47.248608205
20702,28009.0,47.310180668
20706,28011.0,54.689809821
20719,28013.0,47.310180668
20726,28015.0,44.612339429
20730,28017.0,48.403942568
20734,28019.0,42.706995364
20737,28021.0,55.90776455
20740,28023.0,46.657063679
20744,28025.0,43.151159772
20748,28027.0,57.13537912
20755,28029.0,48.689974967
20759,28031.0,39.571884994
20762,28033.0,47.777021432
20770,28035.0,46.72638676
20773,28037.0,42.859515689
20777,28039.0,49.878677457
20778,28041.0,45.207837049
20782,28043.0,49.216826511
20785,28045.0,48.82703032
20790,28047.0,50.429969481
20800,28049.0,56.170632056
20817,28051.0,50.558717485
20824,28053.0,50.590388644
20829,28055.0,48.781764988
20832,28057.0,45.1134243
20837,28059.0,54.420290298
20844,28061.0,45.985229811
20852,28063.0,50.745778155
20855,28065.0,41.281093574
20859,28067.0,49.460638913
20866,28069.0,44.396804626
20870,28071.0,51.042664459
20873,28073.0,45.1134243
20877,28075.0,45.391432833
20886,28077.0,45.30048497
20891,28079.0,44.171469484
20894,28081.0,52.589549758
20904,28083.0,45.822706416
20910,28085.0,43.426592821
20913,28087.0,49.914989117
20920,28089.0,45.822706416
20925,28091.0,45.985229811
20928,28093.0,46.794753629
20933,28095.0,48.203651905
20939,28097.0,52.482953834
20942,28099.0,43.426592821
20944,28101.0,47.43107738
20951,28103.0,45.30048497
20954,28105.0,55.299614232
20957,28107.0,56.740752798
20963,28109.0,47.887170842
20966,28111.0,49.460638913
20969,28113.0,52.307483493
20973,28115.0,43.935400133
20977,28117.0,41.281093574
20980,28119.0,52.816290806
20985,28121.0,53.946425523
20992,28123.0,49.98682399
20996,28125.0,52.547186086
21000,28127.0,43.151159772
21006,28129.0,45.904634223
21010,28131.0,41.281093574
21013,28133.0,52.547186086
21021,28135.0,55.200973773
21029,28137.0,50.364319257
21032,28139.0,44.81889096
21038,28141.0,43.426592821
21043,28143.0,40.619242629
21046,28145.0,41.070146017
21051,28147.0,34.409898599
21053,28149.0,48.501132338
21056,28151.0,49.842097811
21063,28153.0,46.064535814
21065,28155.0,42.549632323
21071,28157.0,41.281093574
21074,28159.0,44.396804626
21076,28161.0,43.151159772
21080,28163.0,46.794753629
21085,29001.0,40.123177019
21090,29003.0,42.859515689
21098,29005.0,32.400202902
21103,29007.0,41.677826812
21111,29009.0,55.982783574
21121,29011.0,43.813010718
21125,29013.0,51.790221047
21133,29015.0,57.647474885
21138,29017.0,45.654672715
21145,29019.0,45.904634223
21155,29021.0,34.409898599
21166,29023.0,50.621858714
21175,29025.0,49.380693318
21182,29027.0,44.612339429
21192,29029.0,60.716339503
21202,29031.0,48.689974967
21212,29033.0,45.904634223
21219,29035.0,44.054840116
21222,29037.0,51.40380315
21235,29039.0,57.284833241
21238,29041.0,42.387108928
21246,29043.0,52.079032024
21258,29045.0,41.281093574
21264,29047.0,48.100387348
21281,29049.0,28.964605414
21287,29051.0,51.349927408
21295,29053.0,48.501132338
21302,29055.0,54.997600857
21308,29057.0,46.58675726
21314,29059.0,48.100387348
21321,29061.0,42.549632323
21329,29063.0,42.859515689
21336,29065.0,41.677826812
21340,29067.0,45.1134243
21343,29069.0,53.368643162
21354,29071.0,55.323970642
21373,29073.0,50.494761508
21378,29075.0,41.483428584
21384,29077.0,57.437849242
21400,29079.0,43.813010718
21404,29081.0,43.007482482
21413,29083.0,46.862190308
21420,29085.0,53.994314973
21426,29087.0,46.142592852
21431,29089.0,47.248608205
21436,29091.0,42.045144418
21444,29093.0,53.071534337
21452,29095.0,43.813010718
21507,29097.0,51.639249392
21523,29099.0,57.268448037
21537,29101.0,43.935400133
21545,29103.0,41.677826812
21551,29105.0,48.452775667
21557,29107.0,46.064535814
21569,29109.0,56.056684061
21580,29111.0,39.571884994
21588,29113.0,54.506995473
21598,29115.0,41.677826812
21607,29117.0,39.271397877
21614,29119.0,56.731616354
21623,29121.0,44.716691062
21633,29123.0,47.607066972
21635,29125.0,50.092661167
21640,29127.0,35.173949443
21645,29129.0,42.549632323
21647,29131.0,54.799048831
21655,29133.0,51.613634248
21660,29135.0,48.781764988
21665,29137.0,46.862190308
21671,29139.0,49.34023171
21679,29141.0,57.101546092
21687,29143.0,53.930358995
21700,29145.0,54.785524895
21707,29147.0,46.515439203
21722,29149.0,47.941340992
21727,29151.0,51.984619275
21735,29153.0,54.866120483
21745,29155.0,48.916339393
21754,29157.0,48.960397634
21760,29159.0,56.129498878
21767,29161.0,53.682893986
21772,29163.0,44.505743505
21779,29165.0,48.354623559
21791,29167.0,51.128370101
21802,29169.0,51.240386608
21810,29171.0,43.007482482
21815,29173.0,41.070146017
21819,29175.0,39.855191785
21827,29177.0,41.864887482
21834,29179.0,55.176003849
21840,29181.0,45.017178179
21845,29183.0,55.526305652
21859,29185.0,50.462471365
21864,29186.0,46.92872177
21867,29187.0,55.150907495
21875,29189.0,48.354623559
21918,29195.0,51.128370101
21928,29197.0,41.677826812
21932,29199.0,45.30048497
21936,29201.0,54.62029228
21947,29203.0,43.151159772
21950,29205.0,34.409898599
21958,29207.0,47.941340992
21966,29209.0,63.135660081
21974,29211.0,41.483428584
21982,29213.0,60.46877671
21997,29215.0,46.064535814
22010,29217.0,40.123177019
22021,29219.0,44.919026072
22025,29221.0,53.440218694
22034,29223.0,52.876370565
22041,29225.0,51.349927408
22045,29227.0,36.419594297
22050,29229.0,48.354623559
22057,29510.0,44.716691062
22075,30001.0,59.364912156
22083,30003.0,58.91503263
22093,30005.0,55.76535751
22100,30007.0,55.5029258
22103,30009.0,59.811840508
22113,30011.0,45.822706416
22118,30013.0,61.629560792
22133,30015.0,56.150108136
22140,30017.0,49.768118536
22143,30019.0,41.864887482
22146,30021.0,61.89790435
22150,30023.0,52.417878245
22152,30025.0,54.272323505
22154,30027.0,55.537954352
22163,30029.0,65.351206586
22178,30031.0,67.788068278
22187,30033.0,52.796101289
22192,30035.0,55.875262667
22196,30037.0,46.994371994
22198,30039.0,52.631554412
22201,30041.0,54.634274008
22208,30043.0,57.185699547
22213,30045.0,47.777021432
22219,30047.0,58.90324542
22231,30049.0,66.305504875
22239,30051.0,48.689974967
22243,30053.0,60.399453629
22250,30055.0,51.690085935
22254,30057.0,59.099912597
22266,30059.0,54.33204133
22268,30061.0,50.590388644
22273,30063.0,63.522140782
22286,30065.0,42.219075228
22289,30067.0,62.904245256
22296,30069.0,50.926035091
22297,30071.0,58.990973718
22303,30073.0,48.781764988
22308,30075.0,39.571884994
22314,30077.0,49.500133301
22321,30079.0,56.592509391
22323,30081.0,60.257829153
22332,30083.0,57.177348206
22338,30085.0,38.951511441
22343,30087.0,55.842546248
22350,30089.0,59.133822783
22359,30091.0,51.349927408
22367,30093.0,55.396329875
22372,30095.0,58.516827523
22379,30097.0,50.684205693
22383,30099.0,54.346859037
22389,30101.0,54.866120483
22395,30103.0,51.184694792
22398,30105.0,56.231698776
22408,30107.0,41.281093574
22412,30109.0,42.219075228
22413,30111.0,61.154770516
22427,31001.0,46.862190308
22433,31003.0,43.558774506
22440,31005.0,34.409898599
22441,31007.0,36.419594297
22442,31011.0,38.951511441
22447,31013.0,35.173949443
22449,31015.0,35.835800389
22454,31019.0,47.310180668
22465,31021.0,30.974301112
22470,31023.0,39.855191785
22480,31025.0,55.299614232
22495,31027.0,45.985229811
22504,31029.0,41.864887482
22508,31031.0,40.849819991
22516,31033.0,35.835800389
22521,31035.0,49.98682399
22532,31037.0,47.777021432
22537,31039.0,46.515439203
22541,31041.0,43.007482482
22552,31043.0,30.974301112
22557,31045.0,49.578190339
22561,31047.0,46.142592852
22568,31051.0,49.380693318
22577,31053.0,42.549632323
22587,31055.0,48.354623559
22619,31057.0,30.974301112
22623,31059.0,38.951511441
22631,31061.0,30.974301112
22638,31063.0,39.271397877
22642,31065.0,32.400202902
22650,31067.0,42.387108928
22662,31069.0,34.409898599
22664,31071.0,38.609546931
22665,31073.0,39.271397877
22667,31077.0,37.845496087
22671,31079.0,48.254488448
22677,31081.0,46.295113176
22683,31083.0,30.974301112
22687,31085.0,30.974301112
22688,31087.0,40.377413231
22692,31089.0,36.419594297
22701,31091.0,34.409898599
22702,31093.0,30.974301112
22708,31095.0,47.664368413
22716,31097.0,34.409898599
22721,31099.0,36.941815743
22725,31101.0,48.354623559
22731,31103.0,30.974301112
22733,31105.0,30.974301112
22736,31107.0,48.689974967
22744,31109.0,47.310180668
22778,31111.0,49.539315477
22786,31113.0,30.974301112
22787,31115.0,38.951511441
22788,31119.0,43.813010718
22794,31123.0,48.304808874
22797,31125.0,40.849819991
22800,31127.0,38.951511441
22807,31129.0,30.974301112
22813,31131.0,45.1134243
